company,Model name,year,fuel,seats,engine,km_driven,mileage,max_power,torque,Insurance 
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,Petrol,5,1798 CC,50000,19.34 kmpl,177.46 bhp,250@ 1250-5000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Volkswagen,Volkswagen Vento Petrol Highline,2011,Petrol,5,2143 CC,35000,18.16 kmpl,204 bhp,500Nm@ 1600-1800rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Elantra SX,2012,Petrol,5,1451 CC,19000,21.1 kmpl,141 bhp,250Nm@ 1600-3600rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mercedes-Benz,Mercedes-Benz CLA 200 CGI Sport,2018,Petrol,5,1497 CC,41000,22.7 kmpl,117.6 bhp,145Nm@ 4600rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ertiga ZXI,2014,Petrol,7,1798 CC,39000,19.0 kmpl,138.03 bhp,173Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Mercedes-Benz,Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,Petrol,5,1969 CC,22000,20.3 kmpl,190 bhp,400Nm,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda City V AT,2017,Petrol,5,2967 CC,53000,23.0 kmpl,241.4 bhp,550Nm@ 1750-2750rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Toyota,Toyota Glanza V CVT,2019,Petrol,5,1248 CC,40000,22.71 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto K10 VXI,2011,Petrol,5,2987 CC,47000,18.9 kmpl,282 bhp,490Nm@ 1600rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift VXI,2012,Petrol,5,2497 CC,72200,23.65 kmpl,150 bhp,250 Nm at 2750 rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,Diesel,7,1797 CC,49900,23.0 kmpl,147.5 bhp,177.5Nm@ 4700rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Tata,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,Diesel,5,1999 CC,9000,17.1 kmpl,177 bhp,430Nm@ 1750-2500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
BMW,BMW 3 Series 320d Luxury Line,2016,Diesel,5,1198 CC,11000,20.77 kmpl,108.5 bhp,170Nm@ 1750-4000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Toyota,Toyota Camry 2.5 Hybrid,2016,Petrol,5,1598 CC,49000,18.8 kmpl,103.6 bhp,153Nm@ 3800rpm,"Comapany Name:Go Digit,Policy Plan:4000"
BMW,BMW 5 Series 520d Luxury Line,2016,Diesel,5,1797 CC,95000,18.9 kmpl,147.5 bhp,177.5Nm@ 4700rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Camry W4 (AT),2009,Petrol,5,1598 CC,11000,21.14 kmpl,103.5 bhp,153Nm@ 3800rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Ertiga BSIV ZXI Plus,2016,Petrol,7,1991 CC,18000,22.32 kmpl,183 bhp,300Nm@ 1200-4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Volvo,Volvo XC90 T8 Excellence BSIV,2017,Petrol,4,1373 CC,46100,,93.7 bhp,130Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Volkswagen,Volkswagen Vento Diesel Highline,2011,Diesel,5,1991 CC,16000,,181.04 bhp,300Nm@ 1200-1400rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Ford,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,Petrol,5,1497 CC,18000,15.4 kmpl,116.3 bhp,146Nm@ 4800rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Ford,Ford Figo Diesel LXI,2011,Diesel,5,1197 CC,9654,19.01 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VXI Optional,2015,Petrol,5,998 CC,11000,15.1 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R AMT VXI,2015,Petrol,5,1197 CC,24300,24.7 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 Magna 1.2,2016,Petrol,5,2755 CC,42163,20.0 kmpl,171.5 bhp,360Nm@ 1200-3400rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti 800 Std,1999,Petrol,4,1497 CC,8000,20.36 kmpl,108.5 bhp,260Nm@ 1500-2750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ritz VDi,2010,Diesel,5,1995 CC,30000,21.21 kmpl,190 bhp,400Nm@ 1750-2500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Grand i10 Magna,2015,Petrol,5,2494 CC,41000,15.96 kmpl,157.7 bhp,213Nm@ 4500rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Volkswagen,Volkswagen Ameo 1.0 MPI Trendline,2019,Petrol,5,1995 CC,12000,20.51 kmpl,190 bhp,400Nm@ 1750-2500rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Grand i10 Sportz,2014,Petrol,5,2362 CC,71000,21.1 kmpl,164.7 bhp,224Nm@ 4000rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Swift Dzire VXI,2014,Petrol,5,1373 CC,20000,12.8 kmpl,91.1 bhp,130Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Xcent 1.2 Kappa S,2016,Petrol,5,1969 CC,30000,13.5 kmpl,400 bhp,640Nm@ 1740rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda City 1.5 EXI,2005,Petrol,5,1598 CC,100000,25.44 kmpl,103.6 bhp,250Nm@ 1500-2500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Toyota,Toyota Corolla Altis Diesel D4DG,2010,Diesel,5,1196 CC,9500,21.66 kmpl,86.8 bhp,112Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Fortuner 4x2 Manual,2014,Diesel,7,1399 CC,120000,17.6 kmpl,68 bhp,160Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Mahindra,Mahindra KUV 100 mFALCON G80 K8,2016,Petrol,6,1197 CC,36600,21.1 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Zest Quadrajet 1.3 75PS XM,2017,Diesel,5,998 CC,50000,25.17 kmpl,67 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda City 1.5 S MT,2009,Petrol,5,1197 CC,14000,19.0 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Zen LXI,2005,Petrol,5,796 CC,40000,12.99 kmpl,37 bhp,59Nm@ 2500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R VXI BS IV with ABS,2010,Petrol,5,1248 CC,120000,18.2 kmpl,73.9 bhp,113Nm@ 4500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Verna Transform SX VTVT,2010,Petrol,5,1197 CC,70000,22.32 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI,2016,Petrol,5,999 CC,13000,25.8 kmpl,75 bhp,95Nm@ 3000-4300rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Getz GLS,2005,Petrol,5,1197 CC,60000,22.0 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Elite i20 Sportz Plus BSIV,2020,Petrol,5,1197 CC,35000,14.24 kmpl,85.8 bhp,114Nm@ 4000rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Ciaz 1.3 Alpha,2017,Diesel,5,1197 CC,44000,15.8 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Tigor 1.2 Revotron XZ,2019,Petrol,5,1493 CC,120000,18.9 kmpl,100 bhp,13.1kgm@ 4600rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Ertiga VDI,2015,Diesel,7,1364 CC,60000,13.7 kmpl,87.2 bhp,205Nm@ 1800-2800rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Toyota,Toyota Etios GD,2012,Diesel,,796 CC,60000,12.2 kmpl,53 bhp,71Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda City i VTEC S,2015,Petrol,5,2982 CC,30000,18.8 kmpl,168.5 bhp,343Nm@ 1400-3400rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Brio S MT,2014,Petrol,5,1198 CC,15000,19.81 kmpl,82 bhp,115Nm@ 3500-3600rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R LXI CNG,2016,CNG,5,1248 CC,90000,19.09 kmpl,74 bhp,190Nm@ 1750-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI,2017,Petrol,5,1497 CC,47000,23.01 kmpl,118 bhp,146Nm at 4800 rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai i20 Sportz 1.2,2013,Petrol,5,993 CC,90000,13.6 kmpl,60 bhp,78Nm@ 4500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Omni E 8 Str STD,2003,Petrol,,998 CC,120600,18.49 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R AMT VXI,2018,Petrol,5,1599 CC,100000,26.59 kmpl,103.2 bhp,14.9 KGM at 3000 RPM,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI 1.2,2017,Petrol,5,1197 CC,60000,22.74 kmpl,83.14 bhp,115Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Alto 800 LXI,2018,Petrol,5,1341 CC,86000,24.52 kmpl,83 bhp,115Nm@ 3200rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift Dzire AMT VXI BS IV,2018,Petrol,5,1197 CC,5000,24.0 kmpl,81.86 bhp,117nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VXI Optional,2017,Petrol,5,1248 CC,37000,20.0 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Hexa XE,2019,Diesel,7,1199 CC,14000,16.8 kmpl,84 bhp,114Nm@ 3500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai i20 Magna,2013,Petrol,5,1248 CC,70000,18.9 kmpl,88.76 bhp,200Nm@ 1750rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift Dzire VDI,2018,Diesel,5,,120000,19.81 kmpl,,,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R VXI BS IV,2015,Petrol,5,1497 CC,50000,17.57 kmpl,117.3 bhp,145Nm@ 4600rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Corolla Altis 1.8 VL AT,2012,Petrol,5,1198 CC,60000,23.95 kmpl,86.8 bhp,109Nm@ 4500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Brio S MT,2012,Petrol,5,998 CC,50000,24.52 kmpl,58.16 bhp,77Nm@ 3500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Baleno Alpha Automatic,2018,Petrol,5,1197 CC,50000,14.1 kmpl,83.14 bhp,115Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Safari Storme EX,2017,Diesel,7,1197 CC,70000,23.95 kmpl,82.85 bhp,113.7Nm@ 4000rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Alto LXi,2011,Petrol,5,,90000,24.0 kmpl,,,"Comapany Name:Magma HDI,Policy Plan:3600"
Renault,Renault KWID RXT,2018,Petrol,5,998 CC,35000,25.17 kmpl,67 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Vitara Brezza VDi Option,2017,Diesel,5,1197 CC,20000,22.9 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Xcent 1.2 VTVT SX,2020,Petrol,5,796 CC,20000,15.96 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto 800 LXI,2015,Petrol,5,1197 CC,7800,9.0 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 1.2 Sportz,2012,Petrol,5,1197 CC,20000,23.95 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Zest Revotron 1.2 XT,2018,Petrol,5,2179 CC,15000,23.4 kmpl,147.94 bhp,320Nm@ 1500-3000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift 1.3 VXi,2008,Petrol,,1197 CC,31377,21.1 kmpl,82.85 bhp,113.7Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Ford,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,Petrol,5,1248 CC,50000,15.4 kmpl,74.02 bhp,190Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Wagon R LXI Optional,2016,Petrol,5,998 CC,60000,23.95 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Ssangyong Rexton RX5,2013,Diesel,7,1794 CC,100000,24.0 kmpl,138.1 bhp,173Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Mahindra,Mahindra Quanto C8,2013,Diesel,7,1198 CC,60000,22.77 kmpl,86.8 bhp,109Nm@ 4500rpm,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Ritz LDi,2010,Diesel,5,1197 CC,5000,20.51 kmpl,83.1 bhp,115Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,Diesel,5,2179 CC,60000,15.96 kmpl,147.94 bhp,320Nm@ 1500-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Renault,Renault KWID RXT,2016,Petrol,5,796 CC,25000,23.0 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ertiga VDI,2015,Diesel,7,799 CC,30000,22.95 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra XUV500 W4,2015,Diesel,7,1198 CC,80000,16.55 kmpl,67 bhp,104Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Eeco 5 Seater AC BSIV,2017,Petrol,5,1248 CC,75000,14.0 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Santro Xing GLS,2011,Petrol,5,1197 CC,32000,14.0 kmpl,81.86 bhp,113.75nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Accent GLE,2007,Petrol,5,796 CC,40000,18.9 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra XUV500 W8 2WD,2012,Diesel,7,1197 CC,93000,0.0 kmpl,80 bhp,"11.4 kgm at 4,000 rpm","Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,Diesel,7,1193 CC,60000,18.9 kmpl,88.7 bhp,140Nm@ 1500-4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VDI,2013,Diesel,5,,120000,13.6 kmpl,,,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Amaze S CVT Petrol BSIV,2019,Petrol,5,1498 CC,37000,22.37 kmpl,97.7 bhp,134Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i10 Sportz 1.2,2009,Petrol,5,1497 CC,15000,19.33 kmpl,121.36 bhp,150Nm@ 4500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VDI,2014,Diesel,5,1198 CC,80000,14.1 kmpl,67.04 bhp,104Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ertiga SHVS ZDI Plus,2016,Diesel,7,998 CC,140000,18.0 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Getz 1.3 GVS,2008,Petrol,5,2696 CC,70000,19.16 kmpl,162 bhp,340Nm@ 1800-3250rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai i20 1.2 Magna,2012,Petrol,5,1493 CC,120000,21.79 kmpl,100 bhp,240Nm@ 1600-2800rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Tata,Tata Indica DLS,2005,Diesel,,1248 CC,110000,27.39 kmpl,73.9 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift LXI Optional-O,2015,Petrol,5,1582 CC,37000,18.2 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Indica Vista TDI LS,2013,Diesel,5,799 CC,44000,12.99 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,Diesel,5,1248 CC,80000,22.0 kmpl,88.76 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ignis 1.3 Alpha,2017,Diesel,5,2179 CC,125000,16.78 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Tata,Tata Hexa XTA,2017,Diesel,7,1196 CC,13500,22.0 kmpl,73 bhp,101Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Marazzo M6 8Str,2019,Diesel,8,1086 CC,75000,24.0 kmpl,62.1 bhp,96.1Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.6 CRDI,2013,Diesel,5,1495 CC,120000,16.78 kmpl,94 bhp,"12.5@ 3,500(kgm@ rpm)","Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Swift Dzire VDI,2012,Diesel,5,2179 CC,120000,16.78 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire LDi,2012,Diesel,5,2494 CC,70000,19.0 kmpl,100.57 bhp,200Nm@ 1400-3400rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Honda,Honda City i DTEC V,2015,Diesel,5,1248 CC,70000,14.3 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire ZDi,2012,Diesel,5,1199 CC,15000,16.8 kmpl,88.76 bhp,110Nm@ 4800rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Xcent 1.2 CRDi E,2017,Diesel,5,1197 CC,53000,18.49 kmpl,78.9 bhp,111.8Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Fortuner 3.0 Diesel,2011,Diesel,7,1248 CC,120000,19.0 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Tiago 1.05 Revotorq XZ,2016,Diesel,5,1248 CC,70000,20.36 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Elite i20 Magna Plus BSIV,2019,Petrol,5,1341 CC,120000,16.55 kmpl,82.9 bhp,"11.8@ 3,200(kgm@ rpm)","Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI,2015,Petrol,5,1197 CC,100000,20.3 kmpl,80 bhp,"11.4 kgm at 4,000 rpm","Comapany Name:Magma HDI,Policy Plan:3600"
Toyota,Toyota Innova 2.5 GX 7 STR,2011,Diesel,7,,110000,19.7 kmpl,,,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra Thar CRDe,2017,Diesel,6,1197 CC,100000,17.1 kmpl,83.11 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire ZDi,2012,Diesel,5,1405 CC,162500,25.1 kmpl,70 bhp,135.4Nm@ 2500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift 1.2 DLX (Only Delhi),2014,Petrol,5,1396 CC,39000,18.49 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai i20 Asta 1.4 CRDi,2015,Diesel,5,1248 CC,75000,19.0 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Mahindra,Mahindra Scorpio LX,2011,Diesel,9,2179 CC,50000,19.1 kmpl,153.86 bhp,400Nm@ 1750-2500rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Sumo Gold EX BSIII,2015,Diesel,7,1497 CC,40000,18.15 kmpl,121 bhp,300Nm@ 1750-2500rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Tiago Wizz 1.05 Revotorq,2017,Diesel,5,1582 CC,92500,19.0 kmpl,126.3 bhp,259.9Nm@ 1900-2750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Zest Revotron 1.2 XT,2015,Petrol,5,1248 CC,158000,21.21 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Accent GLE,2008,Petrol,5,1248 CC,120000,23.0 kmpl,73.9 bhp,190Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda Brio Exclusive Edition,2014,Petrol,5,1498 CC,50000,17.8 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 AT Asta,2015,Petrol,5,1248 CC,110000,13.0 kmpl,73.9 bhp,190Nm@ 2000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Manza Club Class Quadrajet90 LX,2012,Diesel,5,1186 CC,2000,11.5 kmpl,73.97 bhp,190.25nm@ 1750-2250rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto LX,2005,Petrol,5,2982 CC,181000,18.15 kmpl,171 bhp,343Nm@ 1400-3400rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata New Safari DICOR 2.2 EX 4x2,2011,Diesel,7,1047 CC,70000,20.54 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Bolero SLE,2009,Diesel,7,1498 CC,90000,18.16 kmpl,99.6 bhp,134Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Bolero DI DX 7 Seater,2007,Diesel,7,1197 CC,2000,15.96 kmpl,81.86 bhp,117nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Mercedes-Benz,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,Diesel,5,1197 CC,20000,17.92 kmpl,83.14 bhp,115Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Omni E MPI STD BS IV,2016,Petrol,8,2494 CC,120000,,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Sportz,2017,Petrol,5,2498 CC,35000,17.92 kmpl,105 bhp,247Nm@ 1800-2000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Grand i10 Sportz,2017,Petrol,5,1248 CC,193000,22.71 kmpl,73.9 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i10 Sportz AT,2013,Petrol,5,1197 CC,80000,17.92 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VXI Deca,2016,Petrol,5,1198 CC,40000,20.51 kmpl,67.05 bhp,104Nm@ 4000rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai i10 Sportz AT,2011,Petrol,5,1396 CC,70000,19.81 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift VXI,2012,Petrol,5,2179 CC,122358,14.0 kmpl,120 bhp,290Nm@ 1800-2800rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VXI,2012,Petrol,5,2956 CC,75000,18.9 kmpl,69.01 bhp,223Nm@ 1600-2200rpm,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra Bolero 2011-2019 ZLX,2014,Diesel,7,1047 CC,120000,19.09 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.6 SX VTVT (O),2014,Petrol,5,1193 CC,40000,13.6 kmpl,88.7 bhp,140Nm@ 1500-4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 Active 1.2,2015,Petrol,5,1495 CC,95200,28.4 kmpl,94 bhp,"12.5@ 3,500(kgm@ rpm)","Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Baleno Zeta,2019,Petrol,5,1198 CC,33033,17.8 kmpl,86.8 bhp,109Nm@ 4500rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai i20 1.2 Asta,2010,Petrol,5,1197 CC,63063,23.01 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto LXI,2005,Petrol,5,1248 CC,60000,14.0 kmpl,88.76 bhp,200Nm@ 1750-3000rpm,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift Dzire VDI,2017,Diesel,5,796 CC,45000,18.9 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:4000"
